"slug","product","productType","missingField","publicTreatment","action"
"ctn-wet-full-countercurrent-magnetic-separator","CTN wet full countercurrent magnetic separator","Wet magnetic separator","Model / series","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"ctn-wet-full-countercurrent-magnetic-separator","CTN wet full countercurrent magnetic separator","Wet magnetic separator","Drum diameter × length","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"ctn-wet-full-countercurrent-magnetic-separator","CTN wet full countercurrent magnetic separator","Wet magnetic separator","Tank type","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"ctn-wet-full-countercurrent-magnetic-separator","CTN wet full countercurrent magnetic separator","Wet magnetic separator","Feed particle size","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"ctn-wet-full-countercurrent-magnetic-separator","CTN wet full countercurrent magnetic separator","Wet magnetic separator","Slurry density","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"ctn-wet-full-countercurrent-magnetic-separator","CTN wet full countercurrent magnetic separator","Wet magnetic separator","Process capacity","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"ctn-wet-full-countercurrent-magnetic-separator","CTN wet full countercurrent magnetic separator","Wet magnetic separator","Drum speed","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"ctn-wet-full-countercurrent-magnetic-separator","CTN wet full countercurrent magnetic separator","Wet magnetic separator","Power","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"ctn-wet-full-countercurrent-magnetic-separator","CTN wet full countercurrent magnetic separator","Wet magnetic separator","Weight","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"cts-type-wet-co-current-magnetic-separator","CTS type wet co current magnetic separator","Wet magnetic separator","Model / series","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"cts-type-wet-co-current-magnetic-separator","CTS type wet co current magnetic separator","Wet magnetic separator","Drum diameter × length","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"cts-type-wet-co-current-magnetic-separator","CTS type wet co current magnetic separator","Wet magnetic separator","Tank type","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"cts-type-wet-co-current-magnetic-separator","CTS type wet co current magnetic separator","Wet magnetic separator","Feed particle size","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"cts-type-wet-co-current-magnetic-separator","CTS type wet co current magnetic separator","Wet magnetic separator","Slurry density","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"cts-type-wet-co-current-magnetic-separator","CTS type wet co current magnetic separator","Wet magnetic separator","Process capacity","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"cts-type-wet-co-current-magnetic-separator","CTS type wet co current magnetic separator","Wet magnetic separator","Drum speed","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"cts-type-wet-co-current-magnetic-separator","CTS type wet co current magnetic separator","Wet magnetic separator","Power","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"cts-type-wet-co-current-magnetic-separator","CTS type wet co current magnetic separator","Wet magnetic separator","Weight","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"cxj-drum-type-automatic-magnetic-separator","CXJ drum type automatic magnetic separator","Magnetic filter or separator component","Model / series","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"cxj-drum-type-automatic-magnetic-separator","CXJ drum type automatic magnetic separator","Magnetic filter or separator component","Opening or pipe connection","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"cxj-drum-type-automatic-magnetic-separator","CXJ drum type automatic magnetic separator","Magnetic filter or separator component","Magnetic element arrangement","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"cxj-drum-type-automatic-magnetic-separator","CXJ drum type automatic magnetic separator","Magnetic filter or separator component","Material of construction","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"cxj-drum-type-automatic-magnetic-separator","CXJ drum type automatic magnetic separator","Magnetic filter or separator component","Flow or pressure condition","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"cxj-drum-type-automatic-magnetic-separator","CXJ drum type automatic magnetic separator","Magnetic filter or separator component","Temperature condition","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"cxj-drum-type-automatic-magnetic-separator","CXJ drum type automatic magnetic separator","Magnetic filter or separator component","Cleaning method","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
